Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender,Month,Trip Week
1517,2020-04-12 17:55:09.195,2020-04-12 18:20:26.651,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42210,Subscriber,1958,1,April,Sunday
1896,2020-04-12 17:57:01.755,2020-04-12 18:28:38.043,3638,Washington St,40.7242941,-74.0354826,3639,Harborside,40.71925170000001,-74.034234,42507,Customer,1969,0,April,Sunday
1848,2020-04-12 17:57:26.239,2020-04-12 18:28:15.010,3638,Washington St,40.7242941,-74.0354826,3639,Harborside,40.71925170000001,-74.034234,42328,Customer,1969,0,April,Sunday
398,2020-04-12 17:57:53.452,2020-04-12 18:04:32.278,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3273,Manila & 1st,40.72165072487999,-74.04288411140442,28037,Customer,1969,0,April,Sunday
429,2020-04-12 17:58:52.130,2020-04-12 18:06:01.374,3202,Newport PATH,40.7272235,-74.03375890000001,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,42331,Subscriber,1956,2,April,Sunday
3616,2020-04-12 18:00:17.645,2020-04-12 19:00:34.012,3196,Riverview Park,40.7443187,-74.04399090000001,3198,Heights Elevator,40.748715945380226,-74.04044330120088,38358,Customer,1969,0,April,Sunday
1672,2020-04-12 18:00:28.026,2020-04-12 18:28:20.887,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42421,Customer,1983,1,April,Sunday
4788,2020-04-12 18:00:40.674,2020-04-12 19:20:29.629,3196,Riverview Park,40.7443187,-74.04399090000001,3198,Heights Elevator,40.748715945380226,-74.04044330120088,42435,Customer,1969,0,April,Sunday
1702,2020-04-12 18:02:14.050,2020-04-12 18:30:36.174,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42162,Customer,1969,0,April,Sunday
1660,2020-04-12 18:03:04.740,2020-04-12 18:30:45.024,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42308,Customer,1969,0,April,Sunday
486,2020-04-12 18:04:32.960,2020-04-12 18:12:39.864,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42372,Subscriber,1986,1,April,Sunday
321,2020-04-12 18:07:22.191,2020-04-12 18:12:43.947,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42201,Subscriber,1986,1,April,Sunday
998,2020-04-12 18:11:20.101,2020-04-12 18:27:58.564,3267,Morris Canal,40.7124188237569,-74.03852552175522,3202,Newport PATH,40.7272235,-74.03375890000001,42380,Customer,1969,0,April,Sunday
1742,2020-04-12 18:13:34.291,2020-04-12 18:42:36.791,3195,Sip Ave,40.73089709786179,-74.06391263008119,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,42344,Customer,1997,1,April,Sunday
1192,2020-04-12 18:14:28.275,2020-04-12 18:34:20.357,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42270,Subscriber,1988,1,April,Sunday
1015,2020-04-12 18:18:39.450,2020-04-12 18:35:35.257,3184,Paulus Hook,40.7141454,-74.0335519,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42428,Subscriber,1971,2,April,Sunday
137,2020-04-12 18:19:36.600,2020-04-12 18:21:53.767,3185,City Hall,40.717732500000004,-74.04384499999999,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42196,Subscriber,1989,1,April,Sunday
719,2020-04-12 18:22:24.061,2020-04-12 18:34:23.901,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42634,Subscriber,1969,0,April,Sunday
651,2020-04-12 18:23:22.689,2020-04-12 18:34:13.775,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42493,Subscriber,1988,1,April,Sunday
3466,2020-04-12 18:26:39.925,2020-04-12 19:24:26.108,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42394,Customer,1992,2,April,Sunday
188,2020-04-12 18:27:05.535,2020-04-12 18:30:13.967,3638,Washington St,40.7242941,-74.0354826,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42322,Subscriber,1991,1,April,Sunday
3315,2020-04-12 18:27:28.867,2020-04-12 19:22:44.469,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42444,Customer,1993,2,April,Sunday
12986,2020-04-12 18:29:29.019,2020-04-12 22:05:55.320,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42437,Customer,1993,1,April,Sunday
2270,2020-04-12 18:29:52.750,2020-04-12 19:07:43.745,3202,Newport PATH,40.7272235,-74.03375890000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42229,Subscriber,1982,1,April,Sunday
1640,2020-04-12 18:31:15.408,2020-04-12 18:58:35.641,3202,Newport PATH,40.7272235,-74.03375890000001,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,42380,Customer,1969,0,April,Sunday
1020,2020-04-12 18:32:19.638,2020-04-12 18:49:20.610,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3187,Warren St,40.721123600000006,-74.03805095,42210,Subscriber,1958,1,April,Sunday
1556,2020-04-12 18:32:21.552,2020-04-12 18:58:17.962,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3213,Van Vorst Park,40.71848892,-74.047726625,42241,Subscriber,1981,1,April,Sunday
1307,2020-04-12 18:34:01.811,2020-04-12 18:55:48.987,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42308,Customer,1969,0,April,Sunday
1288,2020-04-12 18:34:06.708,2020-04-12 18:55:34.928,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42162,Customer,1969,0,April,Sunday
669,2020-04-12 18:36:04.964,2020-04-12 18:47:14.247,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3639,Harborside,40.71925170000001,-74.034234,42624,Customer,1994,1,April,Sunday
640,2020-04-12 18:36:25.332,2020-04-12 18:47:06.043,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3639,Harborside,40.71925170000001,-74.034234,42123,Customer,1993,1,April,Sunday
193,2020-04-12 18:36:48.777,2020-04-12 18:40:02.454,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42372,Subscriber,1992,1,April,Sunday
955,2020-04-12 18:37:26.672,2020-04-12 18:53:22.622,3210,Pershing Field,40.742677141,-74.051788633,3210,Pershing Field,40.742677141,-74.051788633,42390,Subscriber,1975,1,April,Sunday
1804,2020-04-12 18:38:40.265,2020-04-12 19:08:45.257,3677,Glenwood Ave,40.72755146730012,-74.07106071710588,3184,Paulus Hook,40.7141454,-74.0335519,42334,Subscriber,1980,1,April,Sunday
1048,2020-04-12 18:39:34.476,2020-04-12 18:57:02.762,3184,Paulus Hook,40.7141454,-74.0335519,3209,Brunswick St,40.7241765,-74.05065640000001,42463,Subscriber,1959,1,April,Sunday
2751,2020-04-12 18:42:52.411,2020-04-12 19:28:43.581,3195,Sip Ave,40.73089709786179,-74.06391263008119,3212,Christ Hospital,40.734785818,-74.050443636,42470,Customer,1989,1,April,Sunday
2773,2020-04-12 18:42:53.894,2020-04-12 19:29:07.255,3195,Sip Ave,40.73089709786179,-74.06391263008119,3212,Christ Hospital,40.734785818,-74.050443636,42178,Customer,1992,1,April,Sunday
582,2020-04-12 18:44:34.692,2020-04-12 18:54:17.552,3640,Journal Square,40.733670000000004,-74.0625,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42381,Subscriber,1992,1,April,Sunday
593,2020-04-12 18:44:35.640,2020-04-12 18:54:28.788,3203,Hamilton Park,40.727595965999996,-74.044247311,3213,Van Vorst Park,40.71848892,-74.047726625,42425,Subscriber,1968,1,April,Sunday
604,2020-04-12 18:45:51.713,2020-04-12 18:55:56.476,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,42415,Subscriber,1961,1,April,Sunday
133,2020-04-12 18:49:03.422,2020-04-12 18:51:17.126,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,42260,Subscriber,1987,1,April,Sunday
423,2020-04-12 18:51:23.495,2020-04-12 18:58:27.034,3211,Newark Ave,40.72152515,-74.046304543,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,42128,Subscriber,1954,1,April,Sunday
144,2020-04-12 18:53:14.104,2020-04-12 18:55:39.004,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,42260,Subscriber,1987,1,April,Sunday
2432,2020-04-12 18:55:04.235,2020-04-12 19:35:36.371,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3681,Grand St,40.71517767732029,-74.03768330812454,42617,Subscriber,1958,1,April,Sunday
747,2020-04-12 18:56:05.883,2020-04-12 19:08:33.542,3481,York St,40.71649,-74.04105,3481,York St,40.71649,-74.04105,42429,Subscriber,1993,1,April,Sunday
874,2020-04-12 18:57:19.087,2020-04-12 19:11:53.499,3209,Brunswick St,40.7241765,-74.05065640000001,3677,Glenwood Ave,40.72755146730012,-74.07106071710588,42463,Subscriber,1959,1,April,Sunday
745,2020-04-12 18:57:29.989,2020-04-12 19:09:55.968,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3267,Morris Canal,40.7124188237569,-74.03852552175522,42593,Subscriber,1992,1,April,Sunday
490,2020-04-12 18:58:49.277,2020-04-12 19:06:59.624,3213,Van Vorst Park,40.71848892,-74.047726625,3639,Harborside,40.71925170000001,-74.034234,42241,Subscriber,1981,1,April,Sunday
1141,2020-04-12 19:02:28.550,2020-04-12 19:21:30.349,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3267,Morris Canal,40.7124188237569,-74.03852552175522,42380,Customer,1969,0,April,Sunday
388,2020-04-12 19:07:02.322,2020-04-12 19:13:31.093,3681,Grand St,40.71517767732029,-74.03768330812454,3213,Van Vorst Park,40.71848892,-74.047726625,42477,Subscriber,1975,1,April,Sunday
1371,2020-04-12 19:07:51.030,2020-04-12 19:30:42.908,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3203,Hamilton Park,40.727595965999996,-74.044247311,42555,Customer,1969,0,April,Sunday
1404,2020-04-12 19:08:15.822,2020-04-12 19:31:39.866,3203,Hamilton Park,40.727595965999996,-74.044247311,3203,Hamilton Park,40.727595965999996,-74.044247311,40910,Customer,1994,1,April,Sunday
329,2020-04-12 19:08:50.412,2020-04-12 19:14:19.864,3187,Warren St,40.721123600000006,-74.03805095,3185,City Hall,40.717732500000004,-74.04384499999999,42192,Subscriber,1958,1,April,Sunday
1332,2020-04-12 19:09:29.583,2020-04-12 19:31:42.157,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3638,Washington St,40.7242941,-74.0354826,42118,Subscriber,1991,1,April,Sunday
758,2020-04-12 19:10:35.803,2020-04-12 19:23:14.064,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3481,York St,40.71649,-74.04105,42229,Subscriber,1982,1,April,Sunday
2129,2020-04-12 19:11:36.982,2020-04-12 19:47:06.269,3184,Paulus Hook,40.7141454,-74.0335519,3677,Glenwood Ave,40.72755146730012,-74.07106071710588,42562,Subscriber,1980,1,April,Sunday
587,2020-04-12 19:20:46.123,2020-04-12 19:30:33.285,3185,City Hall,40.717732500000004,-74.04384499999999,3184,Paulus Hook,40.7141454,-74.0335519,42192,Subscriber,1958,1,April,Sunday
102,2020-04-12 19:30:07.117,2020-04-12 19:31:49.800,3202,Newport PATH,40.7272235,-74.03375890000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42189,Subscriber,1989,1,April,Sunday
601,2020-04-12 19:35:34.661,2020-04-12 19:45:36.473,3268,Lafayette Park,40.71346382669195,-74.06285852193831,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42304,Customer,1986,2,April,Sunday
1252,2020-04-12 19:36:07.600,2020-04-12 19:57:00.406,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3213,Van Vorst Park,40.71848892,-74.047726625,42230,Subscriber,1984,2,April,Sunday
262,2020-04-12 19:36:59.820,2020-04-12 19:41:22.120,3681,Grand St,40.71517767732029,-74.03768330812454,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,39206,Subscriber,1958,1,April,Sunday
491,2020-04-12 19:38:16.106,2020-04-12 19:46:27.114,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3184,Paulus Hook,40.7141454,-74.0335519,42508,Customer,1987,1,April,Sunday
157,2020-04-12 19:40:21.358,2020-04-12 19:42:58.990,3640,Journal Square,40.733670000000004,-74.0625,3206,Hilltop,40.7311689,-74.0575736,42185,Subscriber,1991,1,April,Sunday
498,2020-04-12 19:40:54.427,2020-04-12 19:49:12.802,3194,McGinley Square,40.7253399253558,-74.06762212514876,3191,Union St,40.71821129999999,-74.08363940000001,42203,Subscriber,1994,1,April,Sunday
1053,2020-04-12 19:41:54.578,2020-04-12 19:59:28.531,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,42251,Customer,1995,1,April,Sunday
693,2020-04-12 19:44:33.887,2020-04-12 19:56:06.980,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3279,Dixon Mills,40.72163014263835,-74.04996782541275,42189,Subscriber,1981,1,April,Sunday
1305,2020-04-12 19:48:01.087,2020-04-12 20:09:46.232,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3638,Washington St,40.7242941,-74.0354826,42322,Subscriber,1986,2,April,Sunday
1609,2020-04-12 20:01:47.454,2020-04-12 20:28:36.994,3184,Paulus Hook,40.7141454,-74.0335519,3483,Montgomery St,40.71942,-74.05099,42192,Subscriber,1958,1,April,Sunday
902,2020-04-12 20:06:16.459,2020-04-12 20:21:18.996,3196,Riverview Park,40.7443187,-74.04399090000001,3202,Newport PATH,40.7272235,-74.03375890000001,42395,Customer,1983,1,April,Sunday
399,2020-04-12 20:06:58.475,2020-04-12 20:13:38.014,3194,McGinley Square,40.7253399253558,-74.06762212514876,3194,McGinley Square,40.7253399253558,-74.06762212514876,42127,Subscriber,1995,2,April,Sunday
361,2020-04-12 20:38:29.013,2020-04-12 20:44:30.692,3213,Van Vorst Park,40.71848892,-74.047726625,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42477,Subscriber,1977,1,April,Sunday
2344,2020-04-12 20:46:02.774,2020-04-12 21:25:07.752,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,42520,Customer,1969,0,April,Sunday
748,2020-04-12 20:46:17.512,2020-04-12 20:58:45.781,3194,McGinley Square,40.7253399253558,-74.06762212514876,3184,Paulus Hook,40.7141454,-74.0335519,33887,Subscriber,1989,0,April,Sunday
426,2020-04-12 21:00:14.208,2020-04-12 21:07:20.381,3195,Sip Ave,40.73089709786179,-74.06391263008119,3194,McGinley Square,40.7253399253558,-74.06762212514876,42378,Subscriber,1980,1,April,Sunday
652,2020-04-12 21:02:11.244,2020-04-12 21:13:03.399,3195,Sip Ave,40.73089709786179,-74.06391263008119,3191,Union St,40.71821129999999,-74.08363940000001,39463,Subscriber,1977,1,April,Sunday
896,2020-04-12 21:04:34.184,2020-04-12 21:19:30.345,3184,Paulus Hook,40.7141454,-74.0335519,3194,McGinley Square,40.7253399253558,-74.06762212514876,42508,Customer,1987,1,April,Sunday
1084,2020-04-12 21:10:01.292,2020-04-12 21:28:06.000,3184,Paulus Hook,40.7141454,-74.0335519,3679,Bergen Ave,40.72210378668603,-74.07145500183104,33887,Subscriber,1989,0,April,Sunday
371,2020-04-12 21:34:06.153,2020-04-12 21:40:18.031,3640,Journal Square,40.733670000000004,-74.0625,3203,Hamilton Park,40.727595965999996,-74.044247311,21124,Subscriber,1987,1,April,Sunday
1323,2020-04-12 23:29:45.584,2020-04-12 23:51:48.964,3195,Sip Ave,40.73089709786179,-74.06391263008119,3184,Paulus Hook,40.7141454,-74.0335519,42126,Customer,1987,1,April,Sunday
72,2020-04-13 00:17:24.302,2020-04-13 00:18:36.492,3202,Newport PATH,40.7272235,-74.03375890000001,3638,Washington St,40.7242941,-74.0354826,42348,Subscriber,1991,1,April,Monday
262,2020-04-13 00:21:12.540,2020-04-13 00:25:34.587,3195,Sip Ave,40.73089709786179,-74.06391263008119,3679,Bergen Ave,40.72210378668603,-74.07145500183104,42220,Subscriber,1986,1,April,Monday
209,2020-04-13 06:33:45.468,2020-04-13 06:37:15.235,3267,Morris Canal,40.7124188237569,-74.03852552175522,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42154,Subscriber,1967,1,April,Monday
79,2020-04-13 07:06:00.145,2020-04-13 07:07:19.827,3211,Newark Ave,40.72152515,-74.046304543,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42445,Subscriber,1993,1,April,Monday
282,2020-04-13 07:39:34.407,2020-04-13 07:44:16.774,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3195,Sip Ave,40.73089709786179,-74.06391263008119,42238,Subscriber,1991,2,April,Monday
336,2020-04-13 07:43:39.973,2020-04-13 07:49:16.610,3195,Sip Ave,40.73089709786179,-74.06391263008119,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42565,Subscriber,1988,1,April,Monday
94,2020-04-13 09:04:56.910,2020-04-13 09:06:31.192,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,42146,Subscriber,1984,1,April,Monday
196,2020-04-13 09:14:25.945,2020-04-13 09:17:41.953,3206,Hilltop,40.7311689,-74.0575736,3640,Journal Square,40.733670000000004,-74.0625,42185,Subscriber,1991,1,April,Monday
147,2020-04-13 09:27:39.003,2020-04-13 09:30:06.816,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3211,Newark Ave,40.72152515,-74.046304543,42383,Subscriber,1957,1,April,Monday
164,2020-04-13 09:38:58.476,2020-04-13 09:41:42.997,3211,Newark Ave,40.72152515,-74.046304543,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,42383,Subscriber,1957,1,April,Monday
79,2020-04-13 10:31:12.729,2020-04-13 10:32:32.324,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,42466,Subscriber,1984,1,April,Monday
187,2020-04-13 11:44:21.860,2020-04-13 11:47:28.913,3203,Hamilton Park,40.727595965999996,-74.044247311,3211,Newark Ave,40.72152515,-74.046304543,42453,Subscriber,1988,2,April,Monday
960,2020-04-13 12:19:28.441,2020-04-13 12:35:29.406,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3679,Bergen Ave,40.72210378668603,-74.07145500183104,42324,Customer,1969,0,April,Monday
227,2020-04-13 12:20:10.293,2020-04-13 12:23:57.633,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42493,Subscriber,1983,1,April,Monday
1757,2020-04-13 12:45:18.453,2020-04-13 13:14:35.954,3212,Christ Hospital,40.734785818,-74.050443636,3212,Christ Hospital,40.734785818,-74.050443636,42120,Subscriber,1971,2,April,Monday
379,2020-04-13 12:45:29.324,2020-04-13 12:51:49.088,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3195,Sip Ave,40.73089709786179,-74.06391263008119,42539,Subscriber,1986,1,April,Monday
213,2020-04-13 14:25:42.507,2020-04-13 14:29:15.949,3194,McGinley Square,40.7253399253558,-74.06762212514876,3195,Sip Ave,40.73089709786179,-74.06391263008119,42378,Subscriber,1980,1,April,Monday
81,2020-04-13 14:27:04.655,2020-04-13 14:28:25.756,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3211,Newark Ave,40.72152515,-74.046304543,42445,Subscriber,1993,1,April,Monday
325,2020-04-13 16:04:06.756,2020-04-13 16:09:32.100,3195,Sip Ave,40.73089709786179,-74.06391263008119,3679,Bergen Ave,40.72210378668603,-74.07145500183104,42378,Subscriber,1991,2,April,Monday
864,2020-04-13 16:08:25.937,2020-04-13 16:22:50.512,3195,Sip Ave,40.73089709786179,-74.06391263008119,3195,Sip Ave,40.73089709786179,-74.06391263008119,42539,Subscriber,1969,1,April,Monday
1153,2020-04-13 16:27:07.868,2020-04-13 16:46:21.727,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42117,Subscriber,1969,1,April,Monday
1334,2020-04-13 16:50:23.364,2020-04-13 17:12:38.004,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3273,Manila & 1st,40.72165072487999,-74.04288411140442,42597,Subscriber,1968,1,April,Monday
617,2020-04-13 17:11:12.989,2020-04-13 17:21:30.135,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.7124188237569,-74.03852552175522,42154,Subscriber,1967,1,April,Monday
485,2020-04-13 17:12:04.204,2020-04-13 17:20:09.866,3212,Christ Hospital,40.734785818,-74.050443636,3483,Montgomery St,40.71942,-74.05099,42615,Subscriber,1989,2,April,Monday
471,2020-04-13 17:14:34.336,2020-04-13 17:22:25.861,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3211,Newark Ave,40.72152515,-74.046304543,42415,Subscriber,1967,2,April,Monday
694,2020-04-13 17:14:35.881,2020-04-13 17:26:10.537,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3209,Brunswick St,40.7241765,-74.05065640000001,42564,Subscriber,1962,1,April,Monday
190,2020-04-13 17:30:39.130,2020-04-13 17:33:49.904,3280,Astor Place,40.71928220070703,-74.07126188278198,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,42505,Subscriber,2001,2,April,Monday
934,2020-04-13 17:54:49.127,2020-04-13 18:10:23.589,3184,Paulus Hook,40.7141454,-74.0335519,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42126,Customer,1987,1,April,Monday
158,2020-04-13 18:06:59.932,2020-04-13 18:09:38.645,3202,Newport PATH,40.7272235,-74.03375890000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42395,Subscriber,1989,1,April,Monday
267,2020-04-13 18:16:26.154,2020-04-13 18:20:54.056,3195,Sip Ave,40.73089709786179,-74.06391263008119,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,42396,Subscriber,1981,1,April,Monday
385,2020-04-13 18:17:30.700,2020-04-13 18:23:56.481,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3195,Sip Ave,40.73089709786179,-74.06391263008119,42378,Subscriber,1964,1,April,Monday
3778,2020-04-13 18:29:40.935,2020-04-13 19:32:39.089,3203,Hamilton Park,40.727595965999996,-74.044247311,3203,Hamilton Park,40.727595965999996,-74.044247311,21124,Customer,1969,0,April,Monday
335,2020-04-13 18:31:43.264,2020-04-13 18:37:18.794,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42181,Subscriber,1972,1,April,Monday
2516,2020-04-13 18:32:29.857,2020-04-13 19:14:26.386,3267,Morris Canal,40.7124188237569,-74.03852552175522,3267,Morris Canal,40.7124188237569,-74.03852552175522,42154,Subscriber,1960,1,April,Monday
297,2020-04-13 18:32:37.828,2020-04-13 18:37:35.093,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42395,Subscriber,1992,2,April,Monday
531,2020-04-13 18:35:30.527,2020-04-13 18:44:21.637,3268,Lafayette Park,40.71346382669195,-74.06285852193831,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,42136,Subscriber,1989,1,April,Monday
672,2020-04-13 18:37:51.164,2020-04-13 18:49:03.364,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42135,Subscriber,1971,2,April,Monday
2212,2020-04-13 18:38:05.954,2020-04-13 19:14:58.028,3202,Newport PATH,40.7272235,-74.03375890000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42636,Subscriber,1982,1,April,Monday
2560,2020-04-13 18:39:22.766,2020-04-13 19:22:03.006,3194,McGinley Square,40.7253399253558,-74.06762212514876,3194,McGinley Square,40.7253399253558,-74.06762212514876,42127,Subscriber,1995,2,April,Monday
671,2020-04-13 18:40:36.494,2020-04-13 18:51:47.645,3638,Washington St,40.7242941,-74.0354826,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,42322,Subscriber,1975,1,April,Monday
2259,2020-04-13 18:41:40.737,2020-04-13 19:19:20.369,3184,Paulus Hook,40.7141454,-74.0335519,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,38937,Subscriber,1958,1,April,Monday
1675,2020-04-13 18:48:18.269,2020-04-13 19:16:13.575,3678,Fairmount Ave,40.72572613742557,-74.07195925712584,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42420,Subscriber,1959,1,April,Monday
918,2020-04-13 18:48:30.297,2020-04-13 19:03:48.734,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42395,Subscriber,1975,1,April,Monday
274,2020-04-13 18:55:00.780,2020-04-13 18:59:35.719,3640,Journal Square,40.733670000000004,-74.0625,3640,Journal Square,40.733670000000004,-74.0625,42185,Subscriber,1988,1,April,Monday
2251,2020-04-13 19:00:48.372,2020-04-13 19:38:19.465,3210,Pershing Field,40.742677141,-74.051788633,3210,Pershing Field,40.742677141,-74.051788633,42483,Subscriber,1970,1,April,Monday
3114,2020-04-13 19:02:05.017,2020-04-13 19:53:59.450,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3187,Warren St,40.721123600000006,-74.03805095,42478,Subscriber,1970,1,April,Monday
567,2020-04-13 19:02:37.347,2020-04-13 19:12:04.906,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3203,Hamilton Park,40.727595965999996,-74.044247311,42444,Subscriber,1964,1,April,Monday
206,2020-04-13 19:06:10.223,2020-04-13 19:09:36.368,3279,Dixon Mills,40.72163014263835,-74.04996782541275,3273,Manila & 1st,40.72165072487999,-74.04288411140442,42233,Subscriber,1996,1,April,Monday
210,2020-04-13 19:11:58.769,2020-04-13 19:15:29.645,3211,Newark Ave,40.72152515,-74.046304543,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,42106,Subscriber,1956,2,April,Monday
708,2020-04-13 19:15:18.598,2020-04-13 19:27:07.042,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3481,York St,40.71649,-74.04105,42636,Subscriber,1982,1,April,Monday
2088,2020-04-13 19:16:39.980,2020-04-13 19:51:28.591,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42420,Subscriber,1959,1,April,Monday
313,2020-04-13 19:16:45.067,2020-04-13 19:21:58.209,3184,Paulus Hook,40.7141454,-74.0335519,3184,Paulus Hook,40.7141454,-74.0335519,42458,Subscriber,1986,2,April,Monday
